location,corr_coeff_min,negative_correlation_time_delay,corr_coeff_max,positive_correlation_time_delay,signal_length,column_name
Kenya,-0.29469872400317865,533,0.17858298551398608,-1,624,C6_Stay at home requirements
Turkey,-0.2944963364341914,415,0.10613841788792305,-47,624,E1_Income support
Algeria,-0.29446622356926727,542,0.11472964382721114,-468,624,C1_School closing
Romania,-0.2941996122509813,282,0.620540636142938,-14,624,C6_Stay at home requirements
Namibia,-0.29416350605533936,34,0.16496231402477876,-303,624,E2_Debt/contract relief
Andorra,-0.29407423832125396,47,0.17760341822476156,-192,624,C6_Stay at home requirements
Barbados,-0.29404940041322686,7,0.1183709313158545,-439,624,H8_Protection of elderly people
Russia,-0.29399525227003026,281,0.556188969975458,-158,624,H7_Vaccination policy
Norway,-0.29368393751273536,574,0.22528707537149614,-25,624,C4_Restrictions on gatherings
Ecuador,-0.29341154582904605,440,0.30008627277686806,-1,624,H8_Protection of elderly people
Mauritius,-0.293281557817534,550,0.018233438026863006,-2,624,H8_Protection of elderly people
Moldova,-0.293026058823726,403,0.5016222549183909,-124,624,C6_Stay at home requirements
Belize,-0.29296429010811714,265,0.18862888806398778,-1,624,H6_Facial Coverings
Bolivia,-0.29294228052528515,0,0.22270587477058348,-393,624,C3_Cancel public events
Poland,-0.29283626214389047,425,0.5049024062198654,-12,624,C3_Cancel public events
Bahamas,-0.29278461169706915,544,0.11305315209545899,-1,624,C2_Workplace closing
Bahamas,-0.29274057260119757,546,0.21023804586476066,-1,624,H6_Facial Coverings
Israel,-0.29258459376728946,315,0.3544259018724738,-66,624,H2_Testing policy
Liberia,-0.29207922115471907,509,0.014314193706131132,-503,624,C2_Workplace closing
Chile,-0.2916438500073998,453,0.24676635827309107,-1,624,C3_Flag
Kenya,-0.29160431454263774,425,0.436554665457168,-1,624,H2_Testing policy
South Sudan,-0.2914772756892038,126,0.3807572262915884,-1,624,C7_Restrictions on internal movement
Brunei,-0.29147254440308834,584,0.5303945226846433,-1,624,stringency_index
Gabon,-0.29123746497128356,400,0.16039540214871334,-4,624,C2_Workplace closing
Slovakia,-0.2911171782844851,362,0.21848515864859508,-405,624,C1_Flag
Mexico,-0.2910631249496259,153,0.2977398803880638,-3,624,C5_Flag
Fiji,-0.29097025377873126,528,0.3206188421070689,-1,624,C5_Flag
Namibia,-0.2909425113759476,350,0.33339360373162097,-26,624,C7_Flag
Luxembourg,-0.2908174460965236,281,0.3562946170848746,-11,624,C6_Stay at home requirements
Ecuador,-0.2907130721715688,415,0.3339379861143112,-1,624,E1_Income support
Timor,-0.29043101112755604,541,0.10603179883052538,-533,624,H1_Public information campaigns
Germany,-0.29034601607383465,161,0.5562659750497116,-16,624,C6_Stay at home requirements
Brazil,-0.2895512052790827,447,0.22718105260872304,-10,624,E1_Income support
Sweden,-0.28939146553240674,69,0.1643005170625642,-149,624,H8_Flag
Mauritania,-0.28933992201840913,147,0.26924598036152586,-171,624,E1_Income support
Costa Rica,-0.2893230837259289,460,0.4713486312219233,-1,624,H8_Protection of elderly people
Bangladesh,-0.28931840768934336,279,0.4376219455205681,-2,624,C7_Flag
Costa Rica,-0.2889597328045544,525,0.3141649143615539,-1,624,C5_Flag
Pakistan,-0.2889500037536141,432,0.3161653332840476,-1,624,C6_Stay at home requirements
Benin,-0.2887040551957132,161,0.04788897082754361,-432,624,H3_Contact tracing
Oman,-0.2886833093523631,499,0.09746403031852323,-1,624,H3_Contact tracing
Cyprus,-0.28828557749744116,536,0.06127066607673409,-539,624,C5_Close public transport
Canada,-0.28824499944278453,98,0.09807878939961216,-339,624,C1_Flag
Ecuador,-0.28806260780854526,419,0.31844933592289787,-1,624,H6_Facial Coverings
Togo,-0.28795206926847955,558,0.09602610251215739,-14,624,C8_International travel controls
Indonesia,-0.28782400347372183,0,0.12801315482084552,-275,624,C1_Flag
Zimbabwe,-0.28780189247496973,59,0.09000261064689279,-475,624,C5_Close public transport
Guatemala,-0.2876413500779162,152,0.1624320163500378,-395,624,C7_Restrictions on internal movement
Kazakhstan,-0.28762733285432823,548,0.0358330100427544,-1,624,C1_School closing
Peru,-0.287559187364772,432,0.318214084140367,-2,624,C2_Workplace closing
Timor,-0.2871708151703979,295,0.471085822237323,-1,624,C4_Restrictions on gatherings
Angola,-0.28707581132969734,456,0.3294398911728438,-1,624,C2_Workplace closing
Bahamas,-0.2869034020264188,544,0.05423968043529922,-545,624,C3_Cancel public events
Ecuador,-0.2868992318498103,433,0.30528457632735617,-1,624,E2_Debt/contract relief
Timor,-0.2868652927051344,268,0.4832110571007122,-1,624,C3_Cancel public events
Serbia,-0.2868180873121384,417,0.293458628035801,-39,624,H8_Protection of elderly people
India,-0.28681165505540857,23,0.12853780475825294,-426,624,C5_Flag
Australia,-0.28672697679064685,389,0.1796719174941882,-177,624,C3_Flag
Zimbabwe,-0.2866865298333809,74,0.11386303371743527,-384,624,C8_International travel controls
Costa Rica,-0.2866852744695442,476,0.2784682503254195,-1,624,E2_Debt/contract relief
Nigeria,-0.28649238598292726,367,0.1835273941795426,-183,624,C5_Close public transport
Sudan,-0.2864688128650813,209,0.2044807508371403,-197,624,C2_Flag
Belize,-0.2863245220481133,292,0.17360025896913375,-1,624,H3_Contact tracing
Ecuador,-0.28627533297066265,433,0.3005875574958533,-1,624,C3_Cancel public events
Ecuador,-0.28627533297066265,433,0.3005875574958533,-1,624,H1_Public information campaigns
Costa Rica,-0.28624831087385905,478,0.25809364329208057,-1,624,C3_Cancel public events
Trinidad and Tobago,-0.28623451155405627,274,0.12911345170511843,-174,624,H8_Protection of elderly people
Poland,-0.28602422100313674,233,0.5183802892233605,-17,624,C5_Close public transport
India,-0.2859552184096619,193,0.12742754770783069,-413,624,C1_Flag
Jamaica,-0.2857152405675021,395,0.5780409909985514,-1,624,H2_Testing policy
Kazakhstan,-0.28568635243038853,542,0.09171611372919555,-1,624,C2_Workplace closing
Kuwait,-0.2856301298488931,222,0.6530709842067813,-60,624,H7_Vaccination policy
Guyana,-0.28546095547633094,433,0.5129566507594424,-1,624,E1_Flag
Kenya,-0.28540140707833883,547,0.27627806291469137,-12,624,C4_Restrictions on gatherings
Panama,-0.28527183069196826,161,0.2271239360846822,-442,624,C6_Flag
Bosnia and Herzegovina,-0.2852454434477249,437,0.06651770557455522,-338,624,C8_International travel controls
Sudan,-0.2850618019057418,313,0.18795946504291772,-390,624,H2_Testing policy
Trinidad and Tobago,-0.2850069091945245,179,0.5076812064047943,-33,624,C7_Restrictions on internal movement
Namibia,-0.28489204903446724,511,0.2214087206637437,-10,624,C1_School closing
Senegal,-0.28485095350532436,394,0.28680148578180903,-20,624,E1_Flag
Timor,-0.28482612397805074,227,0.1418956170014625,-205,624,E2_Debt/contract relief
Kenya,-0.2848005474130645,252,0.32488490343054827,-278,624,C7_Restrictions on internal movement
Germany,-0.28476855565103426,302,0.12788227998937432,-220,624,C1_Flag
Kyrgyzstan,-0.2845661198843823,330,0.18121330949651285,-119,624,H1_Public information campaigns
Mauritius,-0.2844942650231623,471,0.1484469160608138,-1,624,E1_Income support
Sweden,-0.2844930031691773,0,0.18832198063116923,-342,624,C1_Flag
Kazakhstan,-0.28430547339623324,546,0.01813958997167823,-417,624,stringency_index
Gabon,-0.28403134471931546,101,0.2181595738594175,-63,624,C5_Close public transport
Nigeria,-0.28395810701031277,259,0.20374041777007865,-67,624,E2_Debt/contract relief
Monaco,-0.2839242828565336,366,0.08614329657066727,-354,624,C8_International travel controls
Israel,-0.28310325791028834,361,0.08426693438441998,-382,624,E2_Debt/contract relief
Kenya,-0.2830885628013123,524,0.39815501704049094,-1,624,H6_Facial Coverings
Germany,-0.28276836332490324,180,0.5792680469409835,-50,624,C5_Close public transport
Bolivia,-0.28226254115242866,487,0.1797453856761889,-387,624,stringency_index
Laos,-0.2822582519640767,146,0.17904455114096718,-1,624,stringency_index
France,-0.2822330554254815,432,0.3030139002474175,-5,624,C3_Cancel public events
Costa Rica,-0.28216058983101316,532,0.3011449786347568,-1,624,C6_Stay at home requirements
Mauritania,-0.2821461509602149,290,0.1091302142668593,-476,624,E2_Debt/contract relief
Nepal,-0.282063896816898,474,0.24064871117698947,-1,624,C7_Restrictions on internal movement
Czechia,-0.2820079573743483,239,0.44968966152470996,-1,624,H8_Protection of elderly people
Malaysia,-0.2819320235858132,489,0.8035873229733002,-1,624,C5_Close public transport
Romania,-0.28144594738688117,419,0.21831697201208156,-4,624,C8_International travel controls
Sweden,-0.28081182393050164,415,0.18128780464321528,-1,624,C6_Stay at home requirements
Sweden,-0.28063701608678676,438,0.15366452202447003,-1,624,C8_International travel controls
Netherlands,-0.2802075911435273,272,0.7320728751779982,-123,624,H7_Vaccination policy
United Kingdom,-0.2801691330979606,47,0.2415741220848263,-67,624,C6_Stay at home requirements
Cape Verde,-0.2801004376626919,0,0.11736250344777252,-381,624,C5_Close public transport
Costa Rica,-0.27947551715005997,310,0.15699124271874434,-62,624,C4_Flag
Trinidad and Tobago,-0.2794656767031091,222,0.4326027898911952,-56,624,H2_Testing policy
Spain,-0.2794289138259732,347,0.2295981968250698,-1,624,H8_Protection of elderly people
Timor,-0.27939518073891506,302,0.46233526835750466,-1,624,C6_Stay at home requirements
Austria,-0.279292641693117,89,0.42893775841314674,-147,624,C7_Restrictions on internal movement
Nepal,-0.2787481139101856,474,0.4380281458745156,-4,624,C6_Stay at home requirements
Ecuador,-0.27821942505246505,0,0.2024478181216648,-457,624,C3_Flag
Senegal,-0.2782095053776284,364,0.10238894853585277,-251,624,C6_Stay at home requirements
Senegal,-0.2782095053776284,364,0.10238894853585277,-251,624,H8_Protection of elderly people
Spain,-0.27802438441515215,274,0.25273500903836965,-1,624,H2_Testing policy
Venezuela,-0.27789556537570037,335,0.22116865741484898,-68,624,C7_Flag
Venezuela,-0.27789556537570037,335,0.22116865741484898,-68,624,C6_Flag
Trinidad and Tobago,-0.2775839133194861,310,0.3647109408434085,-57,624,C2_Workplace closing
Australia,-0.27743114309650674,565,0.15767378490915732,-2,624,H6_Facial Coverings
Barbados,-0.2773812054584589,148,0.24369182967296016,-14,624,C4_Restrictions on gatherings
Jamaica,-0.2773750845087476,0,0.1379911757847544,-370,624,C1_School closing
Dominican Republic,-0.2772172695124651,180,0.19348593196099492,-183,624,C8_International travel controls
Senegal,-0.277208979497456,372,0.31206987182554613,-16,624,H6_Facial Coverings
Mauritania,-0.27697178404129635,103,0.17345444734957405,-477,624,C1_School closing
Slovakia,-0.2769500685923693,90,0.7022967678600651,-159,624,H7_Vaccination policy
Pakistan,-0.2765344638177081,453,0.43581396384838067,-2,624,H6_Facial Coverings
Spain,-0.27640610551177086,342,0.23643991563673472,-1,624,E1_Income support
Kuwait,-0.2762354439307834,380,0.26510115715571403,-68,624,C6_Flag
Kuwait,-0.27607696259782893,484,0.26677058734213155,-502,624,H8_Protection of elderly people
Bahamas,-0.2758855602242847,250,0.1669074005113898,-246,624,E2_Debt/contract relief
Colombia,-0.2758083363548364,212,0.77358699791679,-59,624,H7_Vaccination policy
India,-0.27567172250888244,258,0.10851601879802034,-183,624,E1_Income support
Sweden,-0.27512943186929406,429,0.1654198986373028,-1,624,E1_Income support
Botswana,-0.2749262169725588,12,0.12715573565758734,-337,624,C8_International travel controls
Pakistan,-0.27482538099499504,297,0.32526412217429146,-23,624,C7_Flag
Czechia,-0.2744350117286438,246,0.6122533420098042,-1,624,C4_Restrictions on gatherings
Belgium,-0.2742314599055043,225,0.46416731432215413,-23,624,E1_Flag
Myanmar,-0.27404269655765595,62,0.16871407062078697,-67,624,H3_Contact tracing
Peru,-0.2739309829074937,414,0.33877935963306127,-8,624,C7_Restrictions on internal movement
Belize,-0.2735559850203139,245,0.2026850357544865,-1,624,C6_Flag
South Africa,-0.2733175417894348,534,0.1507765292774713,-281,624,C1_School closing
Pakistan,-0.2732998727741677,433,0.39791678863027496,-1,624,C2_Workplace closing
Guyana,-0.2732881970254392,548,0.051862590108729005,-367,624,stringency_index
Turkey,-0.2731942610511264,424,0.3826219133332045,-1,624,C4_Restrictions on gatherings
Sweden,-0.2727765676787039,434,0.15641898774547394,-1,624,H1_Public information campaigns
Germany,-0.27276289214266775,279,0.10038332293762131,-70,624,C3_Flag
Sweden,-0.27273027688072354,425,0.1406550258462953,-1,624,H8_Protection of elderly people
Botswana,-0.27262501083796487,409,0.14445403473715823,-7,624,C7_Flag
Botswana,-0.2725558862651441,500,0.06605246035904774,-2,624,H6_Facial Coverings
Pakistan,-0.27248334677080105,425,0.6186451594720642,-1,624,H2_Testing policy
Gabon,-0.2722910387812358,386,0.05660153029381065,-1,624,E2_Debt/contract relief
Bolivia,-0.27228553012817636,351,0.1248330837775873,-31,624,C7_Flag
Bolivia,-0.27228553012817636,351,0.1248330837775873,-31,624,C2_Flag
Zimbabwe,-0.2722228499426892,105,0.13993054488460568,-428,624,E1_Income support
Germany,-0.2716995316612078,200,0.2596838780294453,-239,624,C6_Flag
Botswana,-0.2715606672775779,525,0.2088522726924946,-1,624,H3_Contact tracing
Sweden,-0.27143309080402306,313,0.3095426425230395,-1,624,C4_Restrictions on gatherings
Barbados,-0.271334286350225,364,0.23176035445653245,-86,624,H2_Testing policy
Togo,-0.2713058796511367,558,0.3700140956823863,-1,624,H3_Contact tracing
Bolivia,-0.2711240627349968,14,0.20579212612030578,-391,624,C5_Close public transport
Kyrgyzstan,-0.27102690651907624,511,0.22137943793586787,-1,624,C4_Restrictions on gatherings
Jordan,-0.2709423307948758,415,0.18477896937147956,-449,624,H8_Protection of elderly people
Slovakia,-0.2708844051380385,91,0.10212646568699471,-345,624,C5_Close public transport
Bosnia and Herzegovina,-0.27078794514341786,0,0.11408012088014234,-338,624,C7_Restrictions on internal movement
Brunei,-0.2707384860827709,128,0.05572361680914728,-457,624,E2_Debt/contract relief
Gabon,-0.2707312754821197,326,0.11253179533708166,-99,624,H8_Flag
Gabon,-0.2707312754821197,326,0.11253179533708166,-99,624,C6_Flag
Mexico,-0.2705064083888445,63,0.36470599188531033,-468,624,C3_Flag
Italy,-0.27033810549829307,43,0.27895693970891194,-213,624,C1_Flag
Cape Verde,-0.27033305021940257,2,0.20764841068902165,-433,624,C7_Flag
Cyprus,-0.27032113998525636,538,0.17591100914619773,-1,624,C6_Stay at home requirements
Russia,-0.2702536523622784,125,0.09471257366674186,-369,624,C4_Flag
Eswatini,-0.27016490828716755,551,0.31857543734250343,-12,624,H6_Facial Coverings
Eswatini,-0.2701320649586062,551,0.2119833063256639,-15,624,C5_Close public transport
Andorra,-0.2701086341844742,291,0.10886560806135713,-19,624,C8_International travel controls
Honduras,-0.27000463213864223,337,0.16068886663371407,-173,624,C6_Flag
Cape Verde,-0.2699024640788567,0,0.11495017146039652,-381,624,C6_Stay at home requirements
United Kingdom,-0.2696404220223965,281,0.517653596148778,-1,624,H7_Vaccination policy
Australia,-0.26934967451113984,391,0.10231925129652815,-122,624,C4_Flag
Spain,-0.2693483878767721,332,0.2309241616720255,-1,624,E2_Debt/contract relief
Norway,-0.2693195995770996,431,0.454800398129908,-133,624,C5_Close public transport
Malaysia,-0.2692589217002933,489,0.6237475126885,-1,624,C5_Flag
United States,-0.2691476231192456,53,0.6855737274026373,-120,624,C3_Flag
United States,-0.2691476231192456,53,0.6855737274026373,-120,624,C2_Flag
New Zealand,-0.26886653564802054,27,0.2946011723550053,-284,624,H2_Testing policy
Bahamas,-0.26878287640089304,544,0.0489456294071946,-470,624,stringency_index
Brazil,-0.26873373499677833,194,0.6621665727812625,-69,624,H7_Vaccination policy
Egypt,-0.26865583806112353,67,0.16250914047973083,-240,624,C1_Flag
Angola,-0.2683792459348661,269,0.10768920073290955,-84,624,C3_Flag
Czechia,-0.26835843336568344,399,0.5955020709097172,-7,624,C1_School closing
Saudi Arabia,-0.2683393493007289,164,0.48061919516992346,-1,624,C5_Close public transport
Belgium,-0.2682823977998782,48,0.10033978889289988,-351,624,C7_Restrictions on internal movement
Georgia,-0.2681591562841321,401,0.39297899728016517,-139,624,C1_Flag
Canada,-0.2679076054386538,285,0.6850255916776132,-104,624,H7_Vaccination policy
Slovakia,-0.2676940283595446,0,0.7187679130956179,-201,624,E1_Flag
Canada,-0.2676201467391458,438,0.18019289799695126,-223,624,C6_Flag
Kenya,-0.2675922976306412,544,0.12874008522502653,-271,624,stringency_index
Czechia,-0.2675797197343339,117,0.5678455681694318,-32,624,C5_Close public transport
Kenya,-0.26740437863726624,280,0.28254752385975856,-212,624,E2_Debt/contract relief
Moldova,-0.26738257424026574,0,0.22581656475440426,-430,624,C2_Flag
Azerbaijan,-0.2671105142488859,0,0.054705299334777566,-270,624,H6_Flag
South Sudan,-0.26707308079697584,66,0.1866469724173523,-43,624,C5_Close public transport
Israel,-0.2668627549194368,72,0.046391731205406836,-3,624,H6_Flag
Mongolia,-0.26685969592813463,458,0.611767569305316,-1,624,H6_Facial Coverings
Croatia,-0.26667347699794564,42,0.2213438986786573,-36,624,C8_International travel controls
Norway,-0.266523699478159,435,0.225356203202765,-18,624,C1_School closing
Hong Kong,-0.2661070251891693,47,0.17955861008569585,-2,624,C1_School closing
Oman,-0.26599753878998533,437,0.22957169990855145,-1,624,H6_Facial Coverings
Ecuador,-0.26586847773069744,419,0.33327461604744285,-1,624,C4_Restrictions on gatherings
Barbados,-0.26580031804067517,325,0.09983686773693069,-31,624,C5_Close public transport
Paraguay,-0.2657950810212527,118,0.14006530802729622,-222,624,C5_Close public transport
Belize,-0.26566257824737327,0,0.12358646150993241,-401,624,C8_International travel controls
Oman,-0.2653684823612155,456,0.29003950790236455,-1,624,E1_Income support
Czechia,-0.26525280497288134,404,0.6233892880385156,-10,624,stringency_index
Bolivia,-0.26509723204696883,0,0.21830141747787937,-393,624,C7_Restrictions on internal movement
Liberia,-0.2648415820944545,497,0.16051460241609644,-34,624,H6_Facial Coverings
Brunei,-0.26470592642211205,584,0.34211762126435075,-1,624,C1_School closing
Spain,-0.2646733515527185,354,0.00747508046389104,-382,624,H4_Emergency investment in healthcare
Turkey,-0.26465918634311825,0,0.21095759459664412,-412,624,E2_Debt/contract relief
Spain,-0.2646509966429065,349,0.007474760704566557,-382,624,H5_Investment in vaccines
Serbia,-0.2645119042876411,45,0.19949489684906974,-160,624,C5_Close public transport
Greece,-0.2642857337978883,558,0.1703228563941413,-1,624,C1_School closing
Botswana,-0.2642514454333156,529,0.20268640308764174,-2,624,C6_Stay at home requirements
Nepal,-0.26416222832698133,474,0.55824299294011,-66,624,H2_Testing policy
Seychelles,-0.2640279987976442,328,0.4883090177694592,-7,624,C4_Restrictions on gatherings
Luxembourg,-0.2639275190750761,287,0.20601220475405976,-32,624,C2_Workplace closing
Albania,-0.2636166185058842,399,0.09417798989486739,-355,624,C7_Restrictions on internal movement
Sweden,-0.2635737256168603,425,0.28447378091022923,-1,624,stringency_index
Spain,-0.26328128156326347,118,0.14876047617942872,-2,624,E3_Fiscal measures
Mongolia,-0.2630298060558429,0,0.0830957406462936,-483,624,E1_Income support
Vietnam,-0.2628117071885933,220,0.07339592187780306,-322,624,C2_Flag
Spain,-0.26276678725522185,347,0.17410794419646375,-1,624,stringency_index
Norway,-0.26276522760725196,298,0.5878918746823005,-1,624,H7_Vaccination policy
Belize,-0.2627162801031419,272,0.19212482360515143,-167,624,C6_Stay at home requirements
Slovenia,-0.26254253079639334,391,0.08082858432476536,-312,624,E2_Debt/contract relief
United Kingdom,-0.2625052952866294,542,0.17701995623467975,-522,624,C7_Restrictions on internal movement
Canada,-0.26241768074240873,285,0.7302883434794598,-94,624,C5_Close public transport
Slovakia,-0.2622328877377404,0,0.18802831811108023,-215,624,H6_Flag
Poland,-0.26209118881958526,426,0.27087763346453453,-16,624,C7_Restrictions on internal movement
Sudan,-0.2616724938707365,321,0.2754836493092263,-8,624,C1_School closing
Gabon,-0.26152653417646615,403,0.04408771480240099,-498,624,C1_School closing
Bhutan,-0.26134446106691367,489,0.09509107968743566,-437,624,C1_Flag
Netherlands,-0.261176479053118,292,0.4823552518552214,-1,624,C3_Cancel public events
Sweden,-0.2611194200847047,0,0.15009224107966124,-237,624,H6_Flag
Kyrgyzstan,-0.26104286368286395,0,0.16396413959151426,-205,624,C7_Flag
Brazil,-0.26102462621481737,0,0.2652875774114628,-451,624,E2_Debt/contract relief
Moldova,-0.2604731798411244,403,0.2739047552954608,-440,624,C8_International travel controls
Qatar,-0.2603355332119753,124,0.23800989335058492,-327,624,H7_Vaccination policy
Bhutan,-0.2602019941602749,480,0.30698321673753964,-1,624,C5_Close public transport
Monaco,-0.26004905469629497,0,0.12322746295710026,-379,624,C1_School closing
Algeria,-0.25972981000490003,307,0.28386268778692436,-1,624,E1_Income support
Saudi Arabia,-0.2596100501469362,177,0.45061116120674716,-1,624,C7_Restrictions on internal movement
Peru,-0.25951168429540405,434,0.3458121022616127,-1,624,H8_Protection of elderly people
Cyprus,-0.25951075447961613,320,0.657152038496321,-30,624,H7_Vaccination policy
Chile,-0.2594522145702077,138,0.6166167432413305,-69,624,H7_Vaccination policy
Israel,-0.2592676672938216,187,0.03636067995581821,-354,624,C2_Flag
Senegal,-0.2591327442698834,102,0.140009123942633,-446,624,C4_Restrictions on gatherings
Moldova,-0.25897609672153094,39,0.6657923307089914,-161,624,H7_Vaccination policy
Peru,-0.25891087391936035,406,0.4378672562528375,-4,624,C5_Close public transport
Sweden,-0.2589099033314784,418,0.2429644440084526,-1,624,C3_Cancel public events
Togo,-0.2588695767681475,558,0.05885822291849146,-581,624,C2_Workplace closing
Germany,-0.2588305177695218,370,0.24302794744308626,-153,624,H2_Testing policy
Czechia,-0.25856958410580017,104,0.6852659681983692,-159,624,H7_Vaccination policy
Kenya,-0.25844341481812644,150,0.3643853490766172,-284,624,E1_Income support
Denmark,-0.25828717815442925,318,0.19834764696314877,-507,624,C6_Stay at home requirements
Sudan,-0.25804774829949545,313,0.24388514809904221,-62,624,E1_Flag
Timor,-0.2579672191365321,541,0.46333174334604943,-1,624,stringency_index
Mauritius,-0.25780422704004696,550,0.09943365314189391,-1,624,H6_Facial Coverings
Belgium,-0.25724150110291827,276,0.35547013982337283,-14,624,C6_Stay at home requirements
Cape Verde,-0.2572409230351311,419,0.2268549453864767,-462,624,H3_Contact tracing
Guyana,-0.2570492686201974,548,0.09386638708291928,-545,624,C1_School closing
Eswatini,-0.2569663372165363,438,0.18760406134737379,-16,624,H3_Contact tracing
Netherlands,-0.2567151026075877,285,0.5347811869186964,-131,624,C5_Close public transport
Thailand,-0.25666854599830147,497,0.5397979665724292,-1,624,H6_Flag
Indonesia,-0.2565763515741392,99,0.16700977042330586,-405,624,C7_Flag
Costa Rica,-0.2565584122341617,558,0.21961920078787547,-1,624,C2_Workplace closing
Bulgaria,-0.25634641382166806,28,0.1896132060643294,-211,624,C6_Stay at home requirements
Mauritania,-0.2562810887165071,544,0.40372488124981437,-1,624,H2_Testing policy
Bolivia,-0.2561041618882661,14,0.1718211437518101,-428,624,C4_Restrictions on gatherings
Pakistan,-0.25600202869213484,440,0.5234086014815091,-1,624,E2_Debt/contract relief
Ecuador,-0.2556662928966858,435,0.1989390235088484,-1,624,C1_School closing
Guyana,-0.25553690784495264,457,0.4269364343072533,-1,624,E1_Income support
Spain,-0.2555148021397726,110,0.2837347378381529,-99,624,C3_Flag
Brazil,-0.2553576696634299,461,0.10883607938938068,-1,624,C5_Close public transport
Jamaica,-0.2552231991679949,570,0.14713172779887704,-535,624,E2_Debt/contract relief
Cyprus,-0.25514815713983785,541,0.2065039432511925,-14,624,C2_Workplace closing
Iran,-0.25495145352686827,292,0.04728304614989507,-279,624,C5_Flag
Vietnam,-0.25489912502314005,425,0.20982162123404016,-18,624,H8_Flag
Belize,-0.25445923678245735,302,0.13332335079767946,-1,624,C2_Flag
Hungary,-0.25402519215913605,114,0.6469847393403805,-145,624,H7_Vaccination policy
Sudan,-0.2538905003429094,302,0.31896679687545415,-1,624,E1_Income support
Argentina,-0.25388814126066145,235,0.6518240538546877,-70,624,H7_Vaccination policy
Belize,-0.25356199335832735,291,0.09148507792255885,-30,624,stringency_index
France,-0.253355840930579,432,0.09215008984105932,-405,624,C1_School closing
Costa Rica,-0.25327287237412227,254,0.13169757437294863,-190,624,C7_Restrictions on internal movement
Peru,-0.25316341768747924,434,0.390300020203612,-2,624,C6_Stay at home requirements
Israel,-0.25274215335312616,362,0.3866432671656098,-12,624,C4_Restrictions on gatherings
Slovenia,-0.25237005611306335,286,0.6275382200174944,-113,624,H7_Vaccination policy
Greece,-0.2518411993291961,550,0.40891584069512615,-15,624,C7_Flag
Costa Rica,-0.25180594230527037,558,0.1045990560675914,-1,624,stringency_index
China,-0.25136230183034297,0,0.12514774379950722,-563,624,E2_Debt/contract relief
Barbados,-0.2510210524604536,32,0.09463796784270714,-45,624,C8_International travel controls
Angola,-0.25099247244232764,540,0.0629766525437938,-447,624,stringency_index
Vietnam,-0.25086696361329236,419,0.0963411536923824,-106,624,C6_Flag
Slovenia,-0.2508121438441014,173,0.6924638430982407,-9,624,C7_Restrictions on internal movement
Luxembourg,-0.2508084080834259,181,0.006846898379354365,-347,624,E4_International support
Denmark,-0.25043307036992685,293,0.501073542143229,-98,624,H7_Vaccination policy
Spain,-0.2502888179137121,291,0.23494349363027986,-2,624,H6_Facial Coverings
Haiti,-0.24971857454133195,303,0.12310985841104047,-2,624,C8_International travel controls
Luxembourg,-0.24957075876139106,141,0.018301683868392822,-15,624,H4_Emergency investment in healthcare
India,-0.24935181867774026,227,0.09812611584247415,-214,624,C6_Flag
San Marino,-0.24933486154732618,121,0.15284525965797452,-328,624,C1_School closing
Mexico,-0.2492295214702969,0,0.1622188699037228,-594,624,H1_Flag
Bosnia and Herzegovina,-0.2490652533015983,155,0.3881400800165271,-27,624,C6_Stay at home requirements
Dominican Republic,-0.248999401020867,0,0.47643772714412497,-394,624,C7_Flag
Cyprus,-0.24885425730090735,294,0.08713582774790903,-39,624,C7_Restrictions on internal movement
Senegal,-0.2487625675862128,168,0.1052360356133162,-162,624,C7_Restrictions on internal movement
Kenya,-0.2484567642154486,0,0.1688626370038891,-595,624,C3_Flag
Luxembourg,-0.24836869333922698,289,0.11562133741483106,-110,624,C1_School closing
Honduras,-0.2483266701736683,530,0.10962377777800437,-1,624,E1_Income support
Slovenia,-0.24815123343803108,160,0.32269650627552005,-24,624,C5_Close public transport
Spain,-0.24752630764281247,40,0.0745932285838864,-382,624,C5_Close public transport
Jamaica,-0.2474977749319805,570,0.14267815531984882,-535,624,E1_Income support
Spain,-0.24720071860453863,335,0.27539587802329696,-14,624,C6_Stay at home requirements
Kyrgyzstan,-0.2468830192976478,369,0.23753626021017457,-60,624,H8_Flag
Seychelles,-0.24678442893532004,246,0.44818560803506086,-47,624,stringency_index
Slovenia,-0.2467081408715337,165,0.7316197144248421,-3,624,C6_Stay at home requirements
Honduras,-0.24664981509468617,546,0.13448947107231837,-490,624,C6_Stay at home requirements
Bahamas,-0.24614858979344648,238,0.058991908367961456,-470,624,C8_International travel controls
Netherlands,-0.2461129236945016,294,0.28148022494590375,-23,624,H8_Protection of elderly people
Botswana,-0.24609959738971643,501,0.1614838232628277,-1,624,C6_Flag
Ecuador,-0.24607973181384613,440,0.2103547977969201,-1,624,stringency_index
Senegal,-0.24605578846088894,167,0.15584747246948513,-317,624,C1_School closing
Haiti,-0.24599926697008626,134,0.19998558591726964,-1,624,E2_Debt/contract relief
Israel,-0.24597339212572467,49,0.2685852805064575,-303,624,C1_Flag
Andorra,-0.2458479484067975,267,0.25363841617065236,-1,624,C2_Workplace closing
Mauritius,-0.2457151813988634,550,0.1317223929012523,-1,624,H2_Testing policy
Romania,-0.24563241444879516,21,0.2703279573171174,-412,624,C1_Flag
Sweden,-0.24519194020386806,323,0.09918585605613692,-245,624,E2_Debt/contract relief
